Username,Tweet ID,Tweet,Favourites Count,Retweet Count
kyledcheney,1467821724834091015,👀 A senior National Guard official has accused top Army leaders of lying to coverup a damning Jan. 6 timeline — and… https://t.co/S632FasvGr,1553,808
woodruffbets,1467829421285556234,"NEW: A former D.C. National Guard official is accusing two generals of lying to Congress about Jan. 6. 

He detaile… https://t.co/ZX91QM6lD4",3808,1664
kylegriffin1,1467569466099724291,"An unpublished investigative compilation sometimes referred to as the ""Alternative Mueller Report"" has been located… https://t.co/97yZekppld",6910,2104
politico,1467841597077348355,A former D.C. National Guard official is accusing two senior Army leaders of lying to Congress and participating in… https://t.co/VCAZlOfGdw,3155,1363
AmandiOnAir,1467843020838080512,"The use of Latinx, a term that didn’t exit until recently but has been embraced by @TheDemocrats to describe Hispan… https://t.co/Yiip7Cm3Po",1466,442
donwinslow,1467869309460307974,'Absolute liars': Ex-D.C. Guard official says generals lied to Congress about Jan. 6 https://t.co/qpwx3GoBIC via @politico,997,451
AmericanAir,1468198677609074696,"After a legendary 35-year career in aviation, our CEO, Doug Parker, will be handing over the reins of @AmericanAir… https://t.co/cBzJHJiO7z",59,19
nypost,1468199781193424905,American Airlines CEO Doug Parker stepping down in March after 20 years https://t.co/VeMksiAA6L https://t.co/QNVAwuUypg,39,18
lesliejosephs,1468195409541709833,"End of an era: American Airlines CEO Doug Parker is retiring in 2022, handing the reins to president Robert Isom, h… https://t.co/Vn8zygVwoa",29,20
joshdcaplan,1468215035289821189,AP: American Airlines CEO Doug Parker will retire in March,52,18
USATODAY,1468200938544451585,"American Airlines CEO Doug Parker is stepping down in the second major airline industry shakeup this year, followin… https://t.co/TnAhAW9VzZ",14,8
WSJ,1468192326929551365,"American Airlines said Doug Parker plans to retire as CEO, with Robert Isom taking the helm  https://t.co/16SIqdfX3X",28,7
business,1468215490963288068,"American Airlines names President Robert Isom to replace CEO Doug Parker, who is retiring early next year https://t.co/eCQT8T11SD",14,7
CNBC,1468186198585888771,"American Airlines CEO Doug Parker to retire, president Robert Isom to take reins March 31 https://t.co/qsxJeJGnfl",19,8
washingtonpost,1468210888004059136,American Airlines CEO Doug Parker to retire https://t.co/Ygq0VbL9B0,30,8
cbs11jack,1468186846123360259,"#BREAKING @AmericanAir announces CEO Doug Parker will retire March 31st &amp; will be succeeded by Robert Isom, the cur… https://t.co/1EjBtupRU6",0,5
EWTN,1468188558661980171,"St. Ambrose was a small man with pale yellow hair like a nimbus. In the violence and confusion of his time, he stoo… https://t.co/jVo3fYYNln",91,19
USCCB,1468188763255984130,"“If you have two shirts in your closet, one belongs to you and the other to the man with no shirt.” - St. Ambrose https://t.co/y6VnZ3vtQA",69,17
EWTNNewsNightly,1468007351261163527,"We are celebrating a variety of Catholic feast days this week. Today is St. Nicholas' feast, tomorrow is St. Ambros… https://t.co/Rd0VsKzlva",22,10
SportsCenter,1468058304639295497,Floyd had something to say about Canelo 👀 https://t.co/aEKXUp8tPP,17085,1691
ESPNRingside,1468058770483736578,"“I’ll tell y'all the truth about Canelo, motherf---er easy man, cake walk. This dude was nothing. I was almost 40 y… https://t.co/jT4GIalEvm",1532,349
MichaelBensonn,1467831716882653184,Floyd Mayweather takes aim at Canelo Alvarez during the post-fight press conference after Gervonta Davis' win over… https://t.co/70ZtPboKc5,2896,622
BBCSport,1467767012671721472,We’re delighted to announce the nominees for the World Sport Star award at BBC Sports Personality of the Year 2021!… https://t.co/XvfCaPLKVN,559,137
BSO,1467745061861429249,Mayweather saying Canelo is easy and was a cake walk. https://t.co/Cb5wkLOSVR,43,18
vmckinley3,1467725349089726466,After watching Tank get the dub. Canelo is really at a whole different tier than everyone in boxing,139,16
BBCSport,1467826162122383360,"The nominees for World Sport Star at BBC Sports Personality of the Year are:

⭐ Saul 'Canelo' Alvarez
⭐ Rachael Bla… https://t.co/wrNRYOKoVb",164,19
BBCSport,1467901656679567362,"Vote for the World Sport Star award at BBC Sports Personality of the Year!

⭐ Saul 'Canelo' Alvarez
⭐ Rachael Black… https://t.co/pQjI3aws5j",107,20
DanRafael1,1468007343820582914,"Make no mistake: Kambosos is the king of the best division in #boxing, lightweight and tons more of my random thoug… https://t.co/7bTj0Dfabv",70,10
georgekambosos,1467381050858901506,Chatting to the Pound for Pound king 👊🏻🔥 Thankyou for the words @Canelo https://t.co/a1UQOq5Cmj,7344,366
DAZNBoxing,1466749650002718720,"Floyd Mayweather thinks Canelo is 'ducking' David Benavidez 👀

(via @jeandralebeauf)

https://t.co/ZOwpG3SXj9",1022,192
MichaelBensonn,1467127301158670339,"Floyd Mayweather: ""What we don't talk about is, 'Oh, Canelo, Canelo Canelo,' - steroids, steroids, steroids. We don… https://t.co/9EkfTTe6Iu",752,71
jeandralebeauf,1466521890336296962,Floyd says Canelo is ducking Benavidez. #Boxing #DavisCruz https://t.co/t8rAyPw2VR,1089,222
ESPNRingside,1467158385426513921,Floyd Mayweather would rather see @Canelo fight Benavidez instead of cruiserweight champ Makabu — do you agree? 🤔 https://t.co/oinqe3XlRG,800,89
MichaelBensonn,1466531298705436673,"Floyd Mayweather: ""Canelo's a helluva fighter, but in my personal opinion he's ducking David Benavidez… Do I like t… https://t.co/wRditRekic",1392,148
barstoolsports,1468071739099959299,::Bill Belichick takes the podium:: https://t.co/Hz5I6NYJYJ,6898,1273
KingJosiah54,1468071706908454921,"Mac Jones: “Can I throw some passes?”

Belichick: https://t.co/9rriYrzNxQ",9667,1731
espn,1468059362795081730,".@AqibTalib21 had to politely decline Bill Belichick's offer to join the Patriots before retiring in 2020.

His rea… https://t.co/stSr9uaUMw",4270,355
barstoolsports,1467985956733083648,"Belichick getting ready to take on the Buffalo weather 

 https://t.co/W1f8ukzZqt",3036,292
espn,1468070036229156865,"Bill Belichick was so happy about this stop 😂

(via @NFL)
https://t.co/4f6BavMn9v",5287,355
RapSheet,1468057315186290693,"If the #Patriots win this game, Josh McDaniels’ offensive game plan should rest alongside Bill Belichick’s defensiv… https://t.co/nbCFb3XUVi",6928,467
KendrickPerkins,1468071750982418432,Mac Jones threw for only 19 yards today and the Patriots still won the game?! Give Belichick the Coach Of The Year right now! Carry on...,11325,1056
barstoolsports,1468079266818572288,Belichick is back to crushing people’s souls https://t.co/2s6Y3Mmkgp,4334,347
CourtneyFallon_,1468076791529189377,"Bill Belichick out-coached Sean McDermott on national TV by running a 6 OL, triple-option offense a la Navy Midship… https://t.co/VoZKFPkgg3",6815,590
MattParrino,1468068846020046848,Bill Belichick clowned Sean McDermott tonight. Don't get it twisted. Beat him in his house and had his rook QB thro… https://t.co/KAM31HWCBT,6599,1064
BSSportsbook,1468058590862790665,"Post-game interview with Belichick
https://t.co/JoJylmqQHU",4140,628
WillBrinson,1468099653765939204,Bill Belichick wore a Navy Midshipmen mask in his pregame interview and promptly ran the ball 46 times https://t.co/euXwnxuiTC,2121,210
SportsNation,1468067290960830467,"""What if we tried passing instead of running?""

Bill Belichick: https://t.co/y6ll9ELEB0",2801,181
TreBos10,1468070686983966722,Bill Belichick Coach of the Year!!! What he’s done with this team in a short amount of time with a Rookie QB is bey… https://t.co/kW69w5jF0p,1777,213
TanyaRayFox,1467657828852649991,Bill Belichick transitioning out of the Tom Brady dynasty https://t.co/WDT4vAbWZy,2721,343
NASA,1468150747376209920,The countdown to launch is still holding while the team waits for better wind conditions. A series of balloons have… https://t.co/Ozz5xngFF9,1409,187
nasahqphoto,1468175406545186824,Liftoff! The @ulalaunch Atlas V with the STPSat-6 spacecraft carrying @NASA's #LCRD mission launched at 5:19am ET.… https://t.co/FMEFGBVdqM,1288,181
NASAKennedy,1468113037340991497,🚀 It's launch day! @NASA's Laser Communications Relay Demonstration is targeted to lift off at 4:04am ET aboard thi… https://t.co/JuCCN6Txnj,358,54
ulalaunch,1468154994163601409,Upper level winds will not cooperate with the targeted 5:03amEST (1003 UTC) launch time of the Atlas V rocket. The… https://t.co/AIAPbwPFSS,136,41
ulalaunch,1468084092231204867,"L-minus 4 hours. All systems are ""go"" here at the Atlas Spaceflight Operations Center and at the Space Launch Compl… https://t.co/IDsU5WJL2H",276,53
NASAKennedy,1467591248781451269,LAUNCH UPDATE ⚠️ @NASA's Laser Communications Relay Demonstration is now scheduled to lift off aboard United Launch… https://t.co/RFC5KXWkI9,818,91
ulalaunch,1468172011109236741,"To recap, #AtlasV launched at 5:19amEST (1019 UTC) from Cape Canaveral. The rocket is traveling through space on it… https://t.co/gAyOzS51Om",272,73
TrevorMahlmann,1468166968402661378,"Atlas V heads to orbit with #STP3. My view from Cocoa Beach, FL🚀 This stuff will truly never get old

settings⚙️/do… https://t.co/WPZnZksIWK",364,43
NASAKennedy,1468162172438163457,"In just under five minutes, this @ULALaunch Atlas V rocket will lift off from Space Launch Complex 41 carrying our… https://t.co/QwAsG02b94",91,21
NASASpaceflight,1468163385346961409,"LAUNCH! ULA Atlas V 551 launches with STP-3 from SLC-41 at the Cape.

Overview:
https://t.co/bnHAcnzHon

NSF Livest… https://t.co/VzaWakGZLj",237,28
WashingtonNFL,1466775160049053697,"""That boy like Sunshine off Remember the Titans"" 😂

🤝 @Bose",944,106
DZangaroNBCS,1466123627338903554,"Jalen Hurts today was asked about the hits he took from the Giants at the tail end of zone-reads.

""Might have to p… https://t.co/vSLIiJCOAj",355,31
CourtneyFallon_,1468076791529189377,"Bill Belichick out-coached Sean McDermott on national TV by running a 6 OL, triple-option offense a la Navy Midship… https://t.co/VoZKFPkgg3",6815,590
MattParrino,1468068846020046848,Bill Belichick clowned Sean McDermott tonight. Don't get it twisted. Beat him in his house and had his rook QB thro… https://t.co/KAM31HWCBT,6599,1064
MatthewFairburn,1468090745638862852,"Sean McDermott: ""Let's not give more credit than we need to give Bill Belichick in this one.""",2449,213
GregABedard,1468096714657742850,"Same guy who said last year surviving Cam Newton and a lesser Patriots roster, ""I’m going to go home tonight and ta… https://t.co/cUsbyrfYM1",983,109
JaySkurski,1468037859089305610,It's beyond obvious at this point that the #Bills simply aren't good enough at the line of scrimmage on either side… https://t.co/xkilows6bd,1081,90
MatthewFairburn,1468070672555556866,The Patriots win this game 14-10 with 46 rushing attempts and three passing attempts. They hold onto first place in… https://t.co/tATGJMyKgo,802,129
NBCSPatriots,1468095805085351939,"""The whole [Bills] team is in denial""

@Teddyjradio, @tomecurran &amp; @MichaelSHolley react to Sean McDermott &amp; the Bi… https://t.co/kGlLVLSZOp",489,83
PatMcAfeeShow,1468042728097431555,McDermott’s PUMPED dude,1178,53
MattParrino,1467676739610497024,"Bills 5-2 vs. rookie QBs under Sean McDermott:

2018 Darnold (L)
2019 Haskins (W)
2019 Hodges (W)
2020 Herbert (W)… https://t.co/KaFbgdT5aL",446,62
MattParrino,1468116461835141121,Isaiah McKenzie apparently didn’t know that Sean McDermott didn’t trust him or Marquez Stevenson to return kicks an… https://t.co/MaBgik9yaH,275,37
Matt_Bove,1468090159354810370,".@MattParrino just asked Sean McDermott if Brian Daboll is doing a good enough job.

Here's the response. https://t.co/m6B7vevLlm",371,49
ZackCoxNESN,1468095712273518595,Here's Sean McDermott's full quote on Bill Belichick from his postgame presser: https://t.co/f8SVziQYYZ,263,35
RealAlexBarth,1468102094787858435,"The Patriots pantsed the Bills from start to finish in situational football, and Sean McDermott wants us to believe… https://t.co/10XeDqCJkO",695,56
GregABedard,1468057840753557507,McDermott wastes a timeout on a dumb challenge. He loses his mind vs. NE.,647,26
BuffRumblings,1468042760674590731,Sean McDermott is fired up for his defense right now. Love to see it.,564,16
TSN_Sports,1468078283636228096,"As Micah Hyde was leaving the podium, he had this to say to WIVB reporter Jerry Sullivan, who asked the question ab… https://t.co/x5wistsBWS",1754,233
thadbrown7,1468073901615894533,"Hyde and Poyer asked if they think run D is embarrassing. They didn't take kindly to the question.

Hyde told Jerry… https://t.co/YYqgwoxZV9",488,44
thadbrown7,1468092259363172352,"Full exchange between Micah Hyde, Jordan Poyer and Jerry Sullivan regarding Sullivan's question if #Bills should be… https://t.co/aWU5zZK5PD",294,37
thadbrown7,1468074671446925312,"Hyde walks off podium at end and stops to look back at Jerry Sullivan, who asked question... and says.

""I come her… https://t.co/bvxIPBL44S",305,20
FastCompany,1467828705347223557,"Exclusive: As chief impact officer at mental health company @BetterUp, Prince Harry tells us in a Q&amp;A that what’s p… https://t.co/SfGYLf1jDT",1934,713
FastCoWorkLife,1467832958702731273,"""Many people around the world have been stuck in jobs that didn’t bring them joy, and now they’re putting their men… https://t.co/G5mXD5fnLK",1403,406
YasminGagne,1467868790599864323,In 2017 I quit a job that destroyed my mental health. It's one of the best decisions I ever made. I spoke to Prince… https://t.co/qvU1mmUEDv,1600,413
misschrisdee,1467834824022966278,“We’re just at the beginning of the mental health awakening. This work has never been more important because people… https://t.co/5CJBNyWpUp,1160,342
danwootton,1467946184912289802,Prince Harry – a man paid millions for doing sweet FA – brazenly advising mere mortals 'stuck in jobs that don't br… https://t.co/SpXtemYjZi,3098,499
VanityFair,1467893196084903937,Prince Harry voiced his support for those who have quit their jobs during the pandemic in order to prioritize their… https://t.co/kDUlDwpMQ3,962,197
scobie,1467838818816610310,"Prince Harry talks to @FastCompany about what he’s learned in his role at @BetterUp, including why quitting can be… https://t.co/n9wWbRk06D",1200,235
darrengrimes_,1468148620113416194,"Prince Harry says 'quit your job if it doesn't bring you joy', we can't all trade Queen &amp; Country for whackery &amp; wo… https://t.co/tZgoxhCfdX",1896,237
FastCoTech,1467829666316791817,Prince Harry says quitting can be good for your mental health https://t.co/FqzKXUEDOt,935,248
GBNEWS,1467990280561315843,"‘I just hope he never sets foot in this country again’ 

Media personality and author Christine Hamilton reacts to… https://t.co/5JNhIGwmlW",1136,164
mailplus,1467856806756159492,Prince William’s lesson to Harry and Meghan in how to podcast WITHOUT cashing in https://t.co/Bhe4Fcdx4q,1281,161
MailOnline,1467856888121335812,Prince Harry says quitting work can be good for your mental health and 'many are stuck in jobs that don’t bring joy' https://t.co/bUp0CVjbsv,393,98
JayRuderman,1467931848659644427,Covid has made both employees and employers think about #mentalhealth in the workspace. And this is on Prince Harry… https://t.co/J6TrySbYEF,275,83
theroyaleditor,1467865780889001989,How would he know? Prince Harry says quitting work can be good for your mental health and 'many people around the w… https://t.co/ky7j2sqoE4,1344,117
cmclymer,1468005580686123012,"I'm sorry, let me attempt to summarize this: VP Kamala Harris is now being criticized for using wired headphones in… https://t.co/ukNp2geFVR",14592,1626
cmclymer,1468092197497151490,What a surprise that the folks who were obsessed with the national security implications of Hillary Clinton's email… https://t.co/C3gFijovTq,3412,298
tperry518,1467924086403829762,"NEW: The WH says @VP Kamala Harris is meeting with  Black women leaders to discuss the Build Back Better Act, the a… https://t.co/KZ7MUiMiVa",1119,315
EugeneDaniels2,1467865499061133314,"INBOX: @VP Kamala Harris will give the keynote speech (virtually) at the RFK Ripple of Hope Gala Thursday. 

Stacey… https://t.co/N5PWwV4Qq9",1299,206
RepDLesko,1467934958257942531,"BREAKING: A group of migrants crossed our border into Yuma, AZ, from Algodones. 

The Biden Admin doesn’t want you… https://t.co/HlZ8OGN3E0",399,238
BeauTFC,1468118154488467461,"In light of the hard hitting journalism about VP Harris *checks notes* using wired headphones, I'd point out that e… https://t.co/wmDOJaqVga",1319,135
cmclymer,1468076160311517187,Report: Vice President Kamala Harris prefers ballpoint pens when signing documents to avoid smearing. Some former c… https://t.co/ltgHdSqek9,1813,96
Lukewearechange,1467705860856205313,"This is how gov psychopaths' act &amp; these people want to control your life!
""'We propped up a bully: Fmr Kamala staf… https://t.co/EEzF37nVqx",378,78
Outkick,1467922674789847041,"Staffers describe VP Kamala Harris as a ‘bully’ and ‘soul-destroying boss.'

""Harris does not read most of her brie… https://t.co/GQNmmqgjoO",451,69
ashtonpittman,1468019077797105671,There are three people credited in the byline of the latest absurd Politico story about @VP Kamala Harris. https://t.co/Qat01Ncchp,290,53
ThePlumLineGS,1467884225382731785,Some hope to persuade Republicans to support ECA reform by claiming VP Harris could help steal a future election.… https://t.co/BtY7XVZtqM,232,59
NewsPolitics,1467973426547761154,"SOURCE: VP Kamala Harris' staff were ""encouraged to show genuine support publicly and that support would be remembe… https://t.co/yT8seiJWkq",99,36
DavidOAtkins,1468086681198727172,"The fact that VP Harris takes national security seriously by not using Bluetooth is good, actually.

Maybe Politico… https://t.co/5V2IqXQkcv",243,57
theblaze,1468060817753059329,Describe what you think VP Kamala Harris is like in the workplace using ONLY one GIF.,266,52
BleacherReport,1467910621094158338,"“He’s an Instagram fighter, a YouTuber.”

Floyd Mayweather Jr. and Gervonta Davis calling out Ryan Garcia 👀

(via… https://t.co/P9Lc8ICYpq",14189,2465
SportsCenter,1468058304639295497,Floyd had something to say about Canelo 👀 https://t.co/aEKXUp8tPP,17083,1691
MichaelBensonn,1467831716882653184,Floyd Mayweather takes aim at Canelo Alvarez during the post-fight press conference after Gervonta Davis' win over… https://t.co/70ZtPboKc5,2896,622
MichaelBensonn,1467863168886218753,"Floyd Mayweather gives to advice a young fighter: ""F*** the money, your health is more important than anything.""

[… https://t.co/WNqCiE1Rpd",1500,297
MichaelBensonn,1467842092961611782,"Floyd Mayweather and Gervonta Davis mock Ryan Garcia at their post-fight press conference…

[📽️ @ShowtimeBoxing] https://t.co/C4ORn1pgr8",987,188
boxingscene,1467647495635292163,Floyd Mayweather: It's So Crazy How Media Always Sh!t On Tank; They Do This Because Of Me https://t.co/nDV6tPvPXA https://t.co/Hx9DGCdiAE,716,70
pinkfloyd,1467883249733185545,"With their support slot on the 1967 Jimi Hendrix Winter Tour finishing the previous night in Glasgow, Scotland, Pin… https://t.co/jXTy0oA9wJ",911,103
electMikeHarvey,1468022259453415427,My opponent wrote the Senate version of this bill to appease Ron DeSantis. I won’t trample on the constitution in o… https://t.co/O7NZ0cRAL4,515,181
MikeCoppinger,1467958617202511873,There are NO excuses from either side to not make Tank-Garcia in 2022. It’s one of the biggest fights in all of box… https://t.co/zZQKHv3Abo,272,48
DanRafael1,1467728955214110721,"When Floyd was a young champion he fought the best at 130 and 140. No cherry picking. Genaro, Manfredy, Castillo tw… https://t.co/6RgT6Wp01D",462,53
thedailybeast,1467984725184851973,A Pennsylvania man who admitted to leaving a bag of homemade bombs in downtown Pittsburgh during the 2020 protests… https://t.co/P04o2LP0it,39,37
washingtonpost,1468177230392090625,"Minneapolis Police Chief Medaria Arradondo said he will retire next month, another blow to a department still in cr… https://t.co/QfcXuKfpcS",56,24
rickperlstein,1467884147163156482,Last year the New York Times commissioned cartoonist Ronald Wimberly to do a full page cartoon on the George Floyd… https://t.co/C7N9IwYoNn,35,22
tedfrank,1467844826158796800,"Tell me I can’t trust your analysis without telling me I can’t trust your analysis.

Reuters: calls violent Portlan… https://t.co/7N7V5cA16P",114,27
BradleyGelber,1468016673550700548,"ESPN said Brian Daboll told Josh Allen to, “Go play… let it rip.” https://t.co/pxI6YPi9dR",766,49
NateGearySports,1468100736336683010,"Listen, you guys can gang up on the OC for not walking the ball over the goal line himself, but what more do you wa… https://t.co/td0v9mLBzb",311,25
DDuggan21,1468190972647391239,Giants fans should be rooting for an implosion in Buffalo that leads to Daboll being scapegoated. Could lead to a r… https://t.co/NyYCXtCfqO,197,9
agetzenberg,1468092730328952833,"McDermott on if Brian Daboll is doing a good enough job (q by @MattParrino): ""Well, I didn't think, honestly, we to… https://t.co/a3vBw6C7qX",100,10
AllbrightNFL,1467986944634220545,"He might become the greatest quarterback the league has ever seen, but he currently is not that good.

Some of that… https://t.co/iLSoCWzMRw",78,5
BradleyGelber,1468088989085310979,Sean McDermott was asked if Brian Daboll did a good enough job tonight to which McDermott said the #Bills average s… https://t.co/0RHNX5KD9Z,77,6
AdamBenigni,1468114981912784904,"TAKE2: @viccarucci joins after #patriots 14-10 win over #Bills. 

-Lack of run defense
-Daboll under fire?
-No quic… https://t.co/giPticHUxm",10,4
danorlovsky7,1468036226846539776,"Daboll
Let’s
Freaking
Go
@BuffaloBills 
#MNF https://t.co/ahqf9X4bIb",181,7
BruceExclusive,1468022866256056320,Related: jet sweep to the tight end is a thing in Daboll’s playbook I’m just sayin,56,4
EliseStefanik,1467640907419820036,"Hochul promised to clean house of Corrupt Cuomo’s henchmen, but the sitting head of The State University of New Yor… https://t.co/jFWrfNqiDs",877,212
NYCMayor,1467637630326222849,"GOAL!!!

@NYCFC you’ve made your city proud tonight! I’ve got a feeling you’re going all the way, but tonight you’r… https://t.co/gRyz9cHHF6",594,73
kylenabecker,1467870391888719879,New Yorkers are definitely sick… in the head. https://t.co/ir6KRvZ8FC,730,91
Lancegooden,1467886666610356224,Just because Bill de Blasio lost his job doesn't mean he has to make New Yorkers lose their jobs.,856,145
NMalliotakis,1467899023092854786,"Mayor de Blasio can’t leave fast enough. He has crushed small business, the economy &amp; quality of life. How many mor… https://t.co/VQ8vv7FJKJ",220,40
NYCPBA,1467925294220812292,This is the state of our streets: criminals feel bold enough to walk up to a police officer…in front of a police pr… https://t.co/UsjIxj48iW,129,55
RyanGirdusky,1467858126556872708,I literally know dozens of New Yorkers with fake vaccine cards. This is such a joke it's not even funny https://t.co/dEPUu17FeX,216,40
LegalAidNYC,1467872018032906251,#BREAKING: We just secured a ruling which found that @CorrectionNYC has failed to provide access to medical care fo… https://t.co/1awoJpuDPt,133,61
RepTenney,1467983690215018499,Governor Hochul said we shouldn’t have a knee jerk reaction to the new variant. Yet she declared a new state of eme… https://t.co/AALJgQMAnl,181,47
GovKathyHochul,1467610373155172353,"Vax Update:

-91.6% of adult New Yorkers have at least one vaccine dose (CDC)
-79.1% of all New Yorkers have at lea… https://t.co/PrC1IScWPU",295,48
chiproytx,1467959174583791623,"1) Mayor DeBlasio is an authoritarian fool.  2) NYC is better than this.  3) I hope they prove it.  Austrians, Aust… https://t.co/Ndk8Ixdfyn",100,28
karol,1468039655547453443,"So, so many people in my messages today talking about getting out of NYC. Some of them have vaccinated kids so it's… https://t.co/9euFQM0OdL",727,64
NYCHealthCommr,1467903100149284867,"𝟱,𝟴𝟯𝟱,𝟲𝟳𝟴 New Yorkers are now fully vaccinated! Let's keep the momentum up, especially with the coming threat of om… https://t.co/HfZVmshVLE",47,16
nycgov,1467987330661171200,"Mask up, NYC!

All New Yorkers should wear masks indoors, regardless of vaccination status. Let's all do what we ca… https://t.co/QjozQWYCGj",60,25
BaseballQuotes1,1466145118268887040,"Man this is baseball. You gotta stop thinking, just have fun. -The Sandlot https://t.co/I4QfyjAun6",861,123
IlhanMN,1468034472197120004,"Rocky, Love and Basketball, and Happy Gilmore. https://t.co/UuLpOb62zd",769,42
TaylorMadeGolf,1466496182016905216,".@mcilroyrory was in his Happy Place. 😂 

Watch the full video of #TeamTaylorMade recreating Gilmore’s swing here:… https://t.co/x5yqsn7uo0",185,21
TSN_Sports,1468077246758158336,Jordan Poyer and Micah Hyde were not happy when asked if they were embarrassed by the run defence tonight. https://t.co/5lwqZ8CRyh,2035,313
brgridiron,1468089424181440516,"Things got tense after a reporter asked Jordan Poyer and Micah Hyde if the Bills’ defense was “embarrassing.” 

(vi… https://t.co/XKsVpNuZNR",983,103
Hawk,1468046033808597001,"Watching this MNF game and seeing Poyer and Collins made me realize in 2016 when I played for the Browns, our defen… https://t.co/Xvzt8tFYec",724,42
RobQuinn619,1468080930841636864,"Poyer isn’t exactly wrong. Outside of the Harris TD, Bills held NE to 3.5 ypc, 2/12 on 3D and had 9 TFL. NE ran, bu… https://t.co/12qeaM1gJ8",336,40
thadbrown7,1468073901615894533,"Hyde and Poyer asked if they think run D is embarrassing. They didn't take kindly to the question.

Hyde told Jerry… https://t.co/YYqgwoxZV9",488,44
thadbrown7,1468092259363172352,"Full exchange between Micah Hyde, Jordan Poyer and Jerry Sullivan regarding Sullivan's question if #Bills should be… https://t.co/aWU5zZK5PD",294,37
BrettKollmann,1468085746116427780,Next time Poyer or Hyde should just ask them if they feel embarrassed when they write a great article that has a ty… https://t.co/PDqo3qIIh5,735,22
barstoolsports,1468105463543832580,Bills Safeties Jordan Poyer And Micah Hyde Had Full Blown Meltdowns Because A Reporter Asked A Simple Question… https://t.co/kdgtqzXt8v,542,24
NESN,1468085592684703746,"""I mean, what kind of question is that?""

""We'll remember that. I'll remember that.""

Bills safeties Jordan Poyer a… https://t.co/vFChw4uDiq",129,19
ActionNetworkHQ,1468080463390515200,"""Was that embarrassing?"" 

Jordan Poyer and Micah Hyde were asked about the defense tonight...

https://t.co/Xih8F5Vqky",83,17
MattParrino,1468123320126218246,"Feel for Micah Hyde &amp; Jordan Poyer to degree. After losses, they’re only ones consistently who come out to answer f… https://t.co/gXoxk7ZGO2",240,17
NFLonCBS,1468216474070179848,Micah Hyde and Jordan Poyer were not thrilled with a postgame question about if the Bills' defensive performance vs… https://t.co/e1kkWgd0eG,60,9
ZackCoxNESN,1468078650943852555,Testy exchange between Bills safeties Jordan Poyer and Micah Hyde and a reporter after tonight's game. Weren't happ… https://t.co/RrEts13LbJ,138,10
howaboutafresca,1468079291216773120,Micah Hyde and Jordan Poyer made sure to 'thank Mike White' for Poyer's first INT of the season a few weeks ago. An… https://t.co/9KkYJ24au5,48,7
JackPosobiec,1467937973639462929,"BREAKING: Jussie Smollett is testifying to his romantic involvement with one of the Nigerian brothers, including mu… https://t.co/arzQFZJD49",15403,3397
JackPosobiec,1467946065873838082,Jussie Smollett’s testimony needs to be televised. We deserve it,21847,2778
TheBabylonBee,1467599662714703875,Jussie Smollett Claims He Can’t Be Tried Because Last Night While Walking Home He Was Murdered https://t.co/VsIO18BRpR,16592,2902
MattWalshBlog,1467861606621237250,I consider it a grave human rights violation that we are not getting a livestream of the Jussie Smollett trial. Som… https://t.co/dltvk9fjbC,16519,1844
AP,1467969808067174405,"BREAKING: Jussie Smollett testifies ""there was no hoax"" during his trial on charges he lied to Chicago police about… https://t.co/kitvkSIRhW",1775,697
FoxNews,1468021514289176582,"Jussie Smollett testifies to receiving text from CNN's Don Lemon during Chicago Police attack investigation
https://t.co/ZlC6pWAB9w",1643,546
robbysoave,1468000737124888581,By far the most amazing claim Jussie Smollett made on the stand today was that the Osundairo brothers knew where to… https://t.co/Xz4AdweuzK,1190,299
newsbusters,1467887808882769920,".@DonaldJTrumpJr called it: After hyping Jussie Smollett's claims, the leftist media are now hiding his trial over… https://t.co/3B8tIjthw4",2016,772
JackPosobiec,1467934293943062530,BREAKING: Jussie Smollett has just taken the stand to defend himself,8744,921
MattFinnFNC,1467928044258144268,Jussie Smollett testifies on stand -- first night he met Bola Osundairo they did weed and cocaine together then wen… https://t.co/2sZc4bNMSr,599,269
TheBabylonBee,1467644964335095812,Mirror Brought Into Courtroom So Jussie Smollett Can Face His Attackers https://t.co/bQgoh38X03,9395,1554
TomFitton,1467999203192414211,.@CNN's Don Lemon texted Jussie Smollett? https://t.co/LuIwSmQa0r,1107,380
TimRunsHisMouth,1468027946208223237,I kinda think Jussie Smollett would like prison.,5241,480
WendyRogersAZ,1467490768524828683,"Good morning to everyone except Dan Crenshaw, Nancy Mace, and Ronna Romney.",6630,1181
WendyRogersAZ,1467482876056723464,Dan Crenshaw is the problem. https://t.co/cjRTloXD3W,5507,1224
johncardillo,1468192131567300615,"Crenshaw is horrible and Morgan Luttrell is not an America First conservative.

His brother’s service is irrelevant… https://t.co/gKM3x88Gxu",164,58
PalmerReport,1467218608895971336,"Wait, Lauren Boebert and Marjorie Taylor Greene are now calling for Dan Crenshaw to be primaried? These extremist H… https://t.co/KabptkuEe8",11179,1874
CicLAvia,1467525429015855106,"It's CicLAvia Sunday! Join us on the open streets of South Central, Exposition Park, Leimert Park, and Crenshaw tod… https://t.co/yTii5nrp9u",42,17
DiamondandSilk,1466871504377978886,"80 House Republicans Voted with Radical Dems to Pass a Federal Vaccination Database Bill. Shame on Kevin McCarthy,… https://t.co/IkER8wOAXx",1011,425
