Username,Tweet ID,Tweet,Favourites Count,Retweet Count
TheBishF1,1465604753522634752,#OnThisDay in 2004 Kimi Räikkönen apologised after being seen riding an inflatable dolphin outside a Gran Canaria n… https://t.co/aJyP6daNjn,2558,207
autosport,1466392359126679554,"""I think he was a true character, and I enjoyed the time I had with him as a teammate.""

Sebastian Vettel and… https://t.co/4IEhaguNxA",525,52
josbuttler,1468165034140663810,Excited and privileged to play my first away Ashes series! Can't wait to get out there at the Gabba 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏏 https://t.co/9vzVLH6vVT,5259,128
MichaelVaughan,1468120062322216963,The Aussies are clear favourites for the #Ashes If they blow England away in Brisbane I feel a similar story to the… https://t.co/kZAebVp7rK,4913,129
cricketcomau,1468106160041431045,"JUST IN: England have named a 12-player squad for the first #Ashes Test starting tomorrow at the Gabba.

Joe Root (… https://t.co/wX2PI2k3XS",1456,98
englandcricket,1467901771653824518,"Our walk from the changing room at The Gabba ⏳

#Ashes https://t.co/UWqK3C9vd0",2762,147
englandcricket,1468105643865354243,"We have named a 12-player squad for the first Ashes Test at The Gabba 👇

#Ashes",1457,100
ShaneWarne,1468032333252939776,1 sleep till the #ashes starts at the #GABBA. Thankyou to both teams for the sacrifices you’ve made to make this se… https://t.co/GdJ2zesqSE,3160,68
TheBarmyArmy,1467786165671579652,"What do you make of the pitch at the Gabba 2 days out 👀

📸 Danny Reuben

#Ashes 🇦🇺🏴󠁧󠁢󠁥󠁮󠁧󠁿 https://t.co/wOBolqpSxb",1332,41
bbctms,1468044950067503107,"England confirm @jimmy9 will miss the Gabba Test. 

He is fit to play &amp; not carrying an injury, but England want to… https://t.co/jHXVWuLXzQ",230,23
ESPNcricinfo,1467916751471996936,"Name the XI you think England should pick at the Gabba 👇

#Ashes #AUSvENG https://t.co/7qqHu7dd9J",771,19
7Cricket,1468035340887683075,"""No-one joined in with me, but I was saved by a mate...""

Enjoy the origin story of @TheBarmyArmy, a quarter of a c… https://t.co/4M60EkkSE4",305,30
ICC,1468130644219908098,"England have named a 12-member squad for the Gabba Test. 

Details 👉 https://t.co/VLzshhTJ5N

#WTC23 | #AUSvENG |… https://t.co/bulIAdeGas",941,26
craddock_cmail,1468111162218725379,Great work. Great moment. The AB statue at the Gabba. “Not a shot I played against the windies!’ https://t.co/m2gzeU2NmA,586,32
btsportcricket,1467792218303913985,"Bit green at The Gabba 👀

#TheAshes 

📸 @dannyreuben https://t.co/HfhyaNSEbH",400,25
cricketcomau,1468005355925819395,"Anderson ruled out of first #Ashes Test, reports say:  https://t.co/vqpaLNvM2g",427,23
bbctms,1468105570523627524,"England name 12 man squad for the Gabba Test starting tonight. 

Pope preferred to Bairstow, Leach included and as… https://t.co/e3LSLBJSkm",161,11
malonebarry,1467994622827847684,Ros Atkins' explainers very often go viral. What I love about them is there are no bells and whistles. No twee musi… https://t.co/O568gFlCeu,833,117
RupertMyers,1468108340328747009,"Ros Atkins feels like a call back to a more successful age of the BBC when it was about the facts, not about trying… https://t.co/YnaDwWjA7A",60,14
Independent,1468200966554009608,This five minute clip sums up the Tory response to the Downing St party allegations https://t.co/2TYU7y26nJ,10,6
ThePoke,1468189850306326529,"This BBC explainer dissects the lastest on the Downing Street lockdown parties.
https://t.co/ULZkPpxSeU https://t.co/xjAtdzVxa8",16,5
Independent,1467259658096328711,This four-minute BBC clip has gone viral after perfectly summing up the Downing Street Christmas party furore https://t.co/vRsp8XTzNp,51,23
BBCRosAtkins,1466758461849583621,"If you find our explainers helpful, here's our latest one for @BBCiPlayer and @BBCBreakfast. It's on abortion right… https://t.co/ds88oxHGCV",102,20
McDonaldsCanada,1468218998756356098,we appreciate u! so we’re making 50 ppl #MyMcDonaldsRewards points MILLIONAIRES*. reply with #McDsAppContest and fo… https://t.co/t3qGPLab6I,46,8
NHLPlayerSafety,1467982381332062211,Winnipeg’s Neal Pionk has been suspended for two games for Kneeing Toronto’s Rasmus Sandin. https://t.co/69HHijjoXA,919,213
FriedgeHNIC,1467895519062147073,"NHL Department of Player Safety offers Jason Spezza an in-person hearing, meaning there is option to suspend him mo… https://t.co/ttX1dbaolr",1951,214
NHLPlayerSafety,1467894878180806664,Toronto’s Jason Spezza has been offered an in-person hearing via Zoom for Kneeing Winnipeg’s Neal Pionk. Date and time TBD.,1249,176
koshtorontosun,1467701145875488774,"Call the penalty on Pionk, avoid what follows #Leafs",1413,91
spittinchiclets,1467707036037267459,Spezza full on wired cross hit on Pionk after he kneed Sandin https://t.co/TCbJU8DXSx,2443,103
NHLPlayerSafety,1467894777106481164,Winnipeg’s Neal Pionk will have a hearing today for Kneeing Toronto’s Rasmus Sandin.,972,143
jccuthbert,1467899096400867340,"If Spezza, Pionk and Simmonds are gonna lose money/games, the officials should be under league scrutiny as well.… https://t.co/xPtF6xuRKm",1525,138
kevin_mcgran,1467896204352704519,"Good officiating would have prevented all of this with Pionk, Simmonds, Spezza",1101,81
Sid_Seixeiro,1467983410601893896,Neal Pionk is a dirty player.,965,40
DarrenDreger,1467875439129645056,"If there isn’t enough going on, @NHLPlayerSafety may have a couple of hearings to deal with from last nights Leafs/… https://t.co/Cp5eumBhf8",351,38
sunhornby,1467706415879884802,Tavares said the Pionk hit on Sandin set the Leafs off.,930,53
reporterchris,1467984236212887569,"Neal Pionk's two-game suspension will cost him $58,750 in salary.",329,25
koshtorontosun,1467906216160550918,"Again, make the initial call on Pionk https://t.co/N99zfg83Iy",838,34
mikemcintyrewpg,1467902312396038146,The NHL should also have a hearing with the two referees who somehow didn’t call any penalties on both the Pionk an… https://t.co/CULXi5uJzG,233,17
BatchHockey,1467923106790395906,Bruce Boudreau has arrived. #Canucks @Sportsnet650 https://t.co/8kjV5tTvn4,1886,165
Canucks,1467930261451010051,#Canucks blue and Bruce are a perfect pair ☺️ https://t.co/ZuhE3YzWUx,2015,93
Canucks,1468021151603445760,Canada and the #Canucks are happy to have you 🇨🇦 https://t.co/TvuxvzNiT1,1558,81
sportsnetmurph,1467670098437574660,"Still nothing official from club, so maybe Green isn’t the only news going down. #canucks",1067,121
thegoldenmuzzy,1467664597289164804,"Say what you want, Travis Green deserved better. #Canucks https://t.co/OwYrSrzdKx",1509,71
Canucks,1467935415915061248,"We got a little busy this morning but still want to give them a proper welcome 😊

Join us in officially welcoming B… https://t.co/mL9zUdh4Lc",1890,165
ThomasDrance,1467715468613996545,"#Canucks being tight lipped pending an announcement, but sounds like Stan Smyl will have an interim GM title in the… https://t.co/VYORuJlSG5",868,104
KeithOlbermann,1467674613102657549,"Hearing the same thing: the Benning change may have already been done today - if not, shortly. #Canucks https://t.co/sFRwj2fWgo",441,118
ThomasDrance,1468088519092412418,"""Bruce there it is"" chant echoes throughout Rogers Arena.

What a difference a Sunday off day can make. #Canucks",1434,77
FarhanLaljiTSN,1467695423431356416,Can confirm Irf’s earlier report that Benning is out as #Canucks GM https://t.co/6MD3mh0HHe,730,148
RobTheHockeyGuy,1468000902720090112,"Interim #Canucks GM Stan Smyl ""I've been a Canuck for 40 years. This is my team. My only team.""",1016,55
ThomasDrance,1468017533122871299,"Bruce Boudreau says there’s a #Canucks player that came up to him today and asked to play on the PK.

Boudreau resp… https://t.co/9nm4c0Kw5D",1279,46
imacSportsnet,1468090115201273859,"Elias Pettersson killing penalties, Juho Lammikko scoring goals, and the crowd singing ""Bruce, there it is!"" It's a… https://t.co/uPtFiDKr0V",1277,48
FriedgeHNIC,1467895519062147073,"NHL Department of Player Safety offers Jason Spezza an in-person hearing, meaning there is option to suspend him mo… https://t.co/ttX1dbaolr",1951,214
NHLPlayerSafety,1467894878180806664,Toronto’s Jason Spezza has been offered an in-person hearing via Zoom for Kneeing Winnipeg’s Neal Pionk. Date and time TBD.,1249,176
DamoSpin,1467940296654835721,"Spezza has 590 PIMs in 1,203 career games. He gets an in-person hearing? The game after Marcus Foligno left the ben… https://t.co/MBwIgGJp6l",1554,154
spittinchiclets,1467707036037267459,Spezza full on wired cross hit on Pionk after he kneed Sandin https://t.co/TCbJU8DXSx,2443,103
jccuthbert,1467899096400867340,"If Spezza, Pionk and Simmonds are gonna lose money/games, the officials should be under league scrutiny as well.… https://t.co/xPtF6xuRKm",1525,138
kevin_mcgran,1467896204352704519,"Good officiating would have prevented all of this with Pionk, Simmonds, Spezza",1101,81
DarrenDreger,1467875439129645056,"If there isn’t enough going on, @NHLPlayerSafety may have a couple of hearings to deal with from last nights Leafs/… https://t.co/Cp5eumBhf8",351,38
Marisa_Ingemi,1467904310398763014,"AV gone, Yeo in, Canucks talked to Bergevin, Benning out of hockey ops, Traikos tweet, Spezza talks to DOPS, Tuukka… https://t.co/CpmzP8Du4e",382,39
NHLPlayerSafety,1467937732513058816,Toronto’s Jason Spezza will have an in-person hearing via Zoom tomorrow afternoon for Kneeing Winnipeg’s Neal Pionk.,233,39
PierreVLeBrun,1467985420201959424,Spezza's hearing slated for 1 pm ET Tuesday https://t.co/QSONfCpkCd,122,18
mikemcintyrewpg,1467902312396038146,The NHL should also have a hearing with the two referees who somehow didn’t call any penalties on both the Pionk an… https://t.co/CULXi5uJzG,233,17
Steve_Dangle,1467686123963039752,Leafs within two plus Spezza is getting a goal eventually so really they’re within one. https://t.co/htJlWdYSSx,506,18
Steve_Dangle,1467683752851738626,The Leafs look horrible which means Spezza is absolutely scoring tonight.,966,23
dalter,1467654330086010880,"#Leafs lines during warmup vs. #NHLJets Dec. 5/21

Bunting-Matthews-Spezza
Kerfoot-Tavares-Nylander
Ritchie-Kampf-K… https://t.co/kBkRpX38B3",260,19
CarloColaiacovo,1468212527758774276,"Given the looming suspension coming for Jason Spezza &amp; uncertainty around Marner's health, I think this a great tim… https://t.co/ypJ1WeJAHW",175,10
JackPosobiec,1468043627033149441,"BREAKING: In 2019 interview Dr Oz attacked the pro-life movement, opposed heartbeat bills, and mocked the anti-abortion movement",13152,4280
amyklobuchar,1467948361248645130,State lawmakers across the country have bills written and ready to go that will restrict people’s right to vote in… https://t.co/tRyT2Ln6g4,18536,4060
MattWalshBlog,1467640198557315079,"She's a perfect example of why we shouldn't forgive student loans. She makes 175,000 a year and wants the tax payer… https://t.co/zlS4aByS0q",22052,4231
DLoesch,1467882955578224652,"I was a full-time student and worked two part-time jobs, three during the Christmas season. I paid my own bills whe… https://t.co/gtsN81fUmF",6095,1247
BSSportsbook,1467984473367228425,"This is exactly how the weather should be every time the Pats and Bills play each other  

 https://t.co/ERyqdGIAsF",10502,636
JackPosobiec,1468058481127211014,BREAKING: Dr Oz attacking heartbeat bills in 2019 https://t.co/oPjqiiEDkT,1645,870
thadbrown7,1467981802312765444,"We've gone full snow globe on the field here in Orchard Park.

#Bills #Patriots https://t.co/aNRgAArTwY",6614,1147
espn,1468013926969491457,".@stefondiggs went around the stadium before #MNF to play catch with Bills fans 🙌 

📺: Patriots vs. Bills | 8:15 ET… https://t.co/yMRVABYRbd",3559,313
espn,1468042657863770114,"Bills fans are loyal 😅

""There was a Bills fan right there. I took my sweatband and I threw it right to him ... he… https://t.co/rSNNWYVAWo",2624,179
espn,1468075282011762693,"Mac Jones in the Patriots' win over the Bills:

🔹 2/3 Comp/Att
🔹 19 Pass Yds

The run game was on full display 😅 https://t.co/QHn7B6tJEJ",4963,314
AdamSchefter,1468165146874896392,Patriots’ 3 pass attempts were their fewest in franchise history and tied with the 1968 Chiefs for 2nd fewest in a… https://t.co/MKO3s5nWDi,4021,331
SInow,1467983685584445441,"Patriots vs Bills is gonna be FUN tonight! 🌬❄️💨

https://t.co/xxNLA1fjfX",2313,341
PFF,1468070869025099786,The Patriots just beat the Bills and only threw the ball 3️⃣ times 🤯 https://t.co/cFyfVmzHZm,2952,271
BleacherReport,1468033242439856132,"DAMIEN HARRIS TURNS ON THE JETS 🔥

His 64-yard TD gives the Patriots an early lead over the Bills

(via @NFL) 
 https://t.co/3vDeetpm7o",3166,252
the_ironsheik,1468004901120847876,BILLS BUBBA YOU KNOW WHAT TO DO TONIGHT TO THIS JABRONI #BillsMafia #NEvsBUF https://t.co/ZG2xpOu6yP,2322,551
antonioguterres,1467661064581959682,9 in 10 women in Afghanistan experience at least one form of intimate partner violence in their lifetime.… https://t.co/EgcRFXp3C4,762,320
strombo,1467928407015055368,"On December 6, 1989, 14 women were murdered in an act of hatred and misogyny. Remember them. Today is Canada’s Nati… https://t.co/MHJGhtpsdI",483,161
JulieSLalonde,1467819418457878537,"Today is #Dec6, Canada's National Day of Action and Remembrance on Violence against Women.

I am angry. And very, v… https://t.co/3mrNA3xJ97",383,172
UN,1467902153587138568,"1 in 3 women &amp; girls experience violence in their lifetime -- and amid #COVID19, domestic abuse has surged worldwid… https://t.co/UAXTene8t4",359,139
matthewjdowd,1467851658470301700,Today in Canada is National Day of Remembrance and Action on Violence Against Women.  let us take a moment of silen… https://t.co/dDElUS1Bce,348,76
cmckenney,1467831428079566857,"Today, Dec 6 is Nat’l Day of Remembrance &amp; Action on Violence Against Women, honouring 14 young women who were murd… https://t.co/5gZzZBPCZ6",381,126
UN,1467811808148815874,"Women must be able to feel safe in all spaces:

🏠Their homes

🏙️Their communities

💻Online

During these #16Days of… https://t.co/rWaNGFxrxH",346,140
UN_Women,1468046364793884679,"Women and girls are disproportionately affected by humanitarian crises.

During the #16Days of Activism, join us an… https://t.co/Gj0wyvagRg",273,128
UN_Women,1467872262082732034,We are live to #OrangeTheWorld &amp; discuss how to end violence against women &amp; girls. Thank you to everyone who sent… https://t.co/eTAI1qOj4Y,351,150
UN_Women,1467865174392520704,"Lesbian, bisexual and trans women and gender diverse people do not need to be “cured”.

We demand an end to all sex… https://t.co/FpIpy40uHy",322,133
OttawaHealth,1467857635135434753,"Today is the National Day of Remembrance and Action on Violence Against Women.  

32 years ago, the lives of 14 wom… https://t.co/LF30UkN5Yd",415,159
TaraSlone,1467876660582264834,"Today is the National Day Remembrance &amp; Action on Violence Against Women, in recognition of #December6 1989, when 1… https://t.co/Kpz6Rs6H1W",415,134
StevenDelDuca,1467855686046560263,"Today, on National Day of Remembrance and Action on Violence Against Women, we remember the 14 young women who were… https://t.co/r7mujzhjia",371,91
JustinTrudeau,1468030917759455238,"We remember their names. We honour their memory. Tonight in Montreal, we stood together against this hateful, sense… https://t.co/peKUcMxpqm",2038,294
farrahsafiakhan,1467878502322089984,Content note: I'm going to be sharing information about femicide. In 2021 58 women &amp; girls in Ontario were killed b… https://t.co/OjIbLILdCy,503,332
OliviaBowden__,1467889791723266051,On #December6 I see a lot of people who tweet the names of the 14 young women who died violently due to misogyny.… https://t.co/BfZ42XMjzy,816,192
AndreaHorwath,1467849134115897344,"We remember the lives of 14 women stolen in a hateful act of misogyny, and recommit to working every day to end Gen… https://t.co/CstksroVyT",258,84
MrAhmednurAli,1467873267469979660,"Please remember that:

While gender-based violence impacts all women, it is women who live in poverty, women of col… https://t.co/dDPb2vkKAK",479,101
khanumarfa,1467763348313755651,"""What can be worse for a democracy when its largest minority group does not hope for justice but fearfully settles… https://t.co/eh0hgdIxVZ",997,197
StevenDelDuca,1467855686046560263,"Today, on National Day of Remembrance and Action on Violence Against Women, we remember the 14 young women who were… https://t.co/r7mujzhjia",371,91
TaraSlone,1467876660582264834,"Today is the National Day Remembrance &amp; Action on Violence Against Women, in recognition of #December6 1989, when 1… https://t.co/Kpz6Rs6H1W",415,134
MrAhmednurAli,1467872408946319362,"Today is the National Day Remembrance and Action on Violence Against Women. 

Today is a profound reminder that tox… https://t.co/7BhoZJVVvX",311,98
savvaskarma,1467836132478042118,"#December6 demonstration in Athens marking 13 years since the killing of Alexis Grigoropoulos by police. 
#Greece… https://t.co/tS5RwN3Ba1",275,119
cbctom,1467869769873383435,"32 years now.

What would they have achieved?

How would they have contributed to Canada?

How might they have chan… https://t.co/QtQmIiEhaA",221,58
maritstiles,1467860074009878536,"Today on this National Day of Remembrance &amp; Action on Violence Against Women, we honour 14 young women murdered by… https://t.co/zm3LKDNZ48",92,35
UofT,1467924437223751683,"On #December6 we remember the 14 women killed in a devastating act of misogyny in 1989. #WeRemember their lives, am… https://t.co/Kh1wu1LiHf",147,60
OntariosDoctors,1467841627087679488,On #December6 we reflect on those who have experienced gender-based violence &amp; those who we have lost to it. Violen… https://t.co/JxGMQL0sTE,46,25
Hanigsberg,1467847679170465797,I will never forget where I was. Middle of law school exams at @LawMcGill I was their age. Incomprehensible. Stunne… https://t.co/IdmztA4DIC,221,28
FriedgeHNIC,1467661508415004676,Hearing tonight that Bruce Boudreau will be the next coach of the Vancouver Canucks.,7200,1385
DarrenDreger,1467672603024408582,Confirming major changes in Vancouver.  Boudreau going in as coach for this season and next year. More significant changes likely as well.,2294,370
DarrenDreger,1467680226050293764,Sounds like Scott Walker will be going into Vancouver with Boudreau. https://t.co/DindSRMZP1,897,184
BatchHockey,1467923106790395906,Bruce Boudreau has arrived. #Canucks @Sportsnet650 https://t.co/8kjV5tTvn4,1886,165
PierreVLeBrun,1467673434331222022,Told it’s a two-year deal for Bruce Boudreau in Vancouver.,1616,195
SatiarShah,1467670452881395720,"The Boudreau hire was not management’s decision, so we’ll see what else happens https://t.co/ZwnZnI8VgO",758,121
Canucks,1467935415915061248,"We got a little busy this morning but still want to give them a proper welcome 😊

Join us in officially welcoming B… https://t.co/mL9zUdh4Lc",1890,165
NHL,1467875306987999232,"The @Canucks have hired Bruce Boudreau as the 20th coach in franchise history, in addition to naming Stan Smyl as I… https://t.co/qGDB1CdKFn",1402,118
PierreVLeBrun,1467869376368062465,Believe Bruce Boudreau's two-year deal in Vancouver is around $2M for this season and $2.5 million for next season.… https://t.co/Iz0UcgxRtD,817,74
GMillerTSN,1468075493647859715,"Since Bruce Boudreau is now coaching Vancouver, my absolute favourite story about him happened there.  He was coach… https://t.co/PV3TEVKRnU",965,86
Canucks,1467928311397425153,The Bruce Boudreau era of #Canucks hockey is officially underway. https://t.co/8QUJL2fd7b,1570,104
CanucksPR,1467745756069040128,"Dec. 6: 10:30am skate followed by player media availability. 

Francesco Aquilini and Stan Smyl will hold media ava… https://t.co/UeA2Tz7pFW",712,90
TSN_Sports,1467676982221672450,"Per @DarrenDreger, the Vancouver Canucks have hired Bruce Boudreau to be their new head coach. https://t.co/O4ZsrxdCw0",845,134
KamilKaramali,1467670235754889217,"This Boudreau speech from 24/7 is all I can think about. 

(warning: some language) https://t.co/O29ZmMayOc https://t.co/99QJAkvSh8",334,52
Canucks,1468104851015942144,"""I thought they played really hard and that's what I asked them to do. They were aggressive and they were on the pu… https://t.co/8XnrzpI7Ur",1049,65
NHLPlayerSafety,1467982381332062211,Winnipeg’s Neal Pionk has been suspended for two games for Kneeing Toronto’s Rasmus Sandin. https://t.co/69HHijjoXA,919,213
CarloColaiacovo,1467699268337156109,I don’t understand how the refs miss such a blatant knee on knee collision? I mean what else are 4 refs on the ice… https://t.co/1FJEI2hda8,1309,145
NHLPlayerSafety,1467894777106481164,Winnipeg’s Neal Pionk will have a hearing today for Kneeing Toronto’s Rasmus Sandin.,972,143
spittinchiclets,1467707036037267459,Spezza full on wired cross hit on Pionk after he kneed Sandin https://t.co/TCbJU8DXSx,2443,103
OverDrive1050,1467981238170386432,"Per @reporterchris, the timeline on Rasmus Sandin’s return from injury is 2-3 weeks #LeafsForever",1004,120
DarrenDreger,1467875439129645056,"If there isn’t enough going on, @NHLPlayerSafety may have a couple of hearings to deal with from last nights Leafs/… https://t.co/Cp5eumBhf8",351,38
sunhornby,1467706415879884802,Tavares said the Pionk hit on Sandin set the Leafs off.,930,53
dalter,1467695446546161664,Sandin needs help from two other players to get to the Leafs dressing room on the other side of the ice.,158,16
dalter,1467714479920230403,"Sheldon Keefe had no update on Rasmus Sandin tonight, but felt there should have been a major penalty on the hit fr… https://t.co/PatcY8YcrN",296,34
dalter,1467654330086010880,"#Leafs lines during warmup vs. #NHLJets Dec. 5/21

Bunting-Matthews-Spezza
Kerfoot-Tavares-Nylander
Ritchie-Kampf-K… https://t.co/kBkRpX38B3",260,19
TSNHockey,1467984823859953676,Winnipeg Jets defeceman Neal Pionk has been suspended for two games for kneeing Toronto’s Rasmus Sandin:… https://t.co/eUlKt3ihlA,30,11
lukefoxjukebox,1467983746653691906,"Neal Pionk suspended two games for kneeing Rasmus Sandin. Pionk forfeits $58,750 in salary.",277,14
markhmasters,1466190011238391808,"Rasmus Sandin on the ‘Ra Ra Ras Sandin’ song:

""I saw it. I  went on Twitter one day &amp; I was tagged. It was funny t… https://t.co/dxmnbEIlJ4",474,33
IsraelinIndia,1468115365414588422,"Ambassador @NaorGilon, DCM @RonyYedidia Our Consul Generals @Jonathan_Zadka, @KobbiShoshani and our diplomats in th… https://t.co/sCV9pecBWc",157,19
DrSubhasree,1468080316522766336,"Menu to move more:

- Cook: 30 mins
- Take a walk outside: 30 minutes
- Do 10 walking lunges: 30 seconds
- Take sta… https://t.co/B6lDGpEMIT",160,22
ShobhnaYadava,1468045135262875651,"Simple Rule for Tension free Life:
When We have Choices, Lets Choose the Best...
When We have No Choice !
Lets Do O… https://t.co/eZT1C1KU5A",189,22
HarshBisaria,1468054360395431940,"""Never bend your head. Always hold it high. Look the world straight in the eye."" - Helen Keller. #tuesdayvibe… https://t.co/ZtYuagqkJJ",36,26
HariPrriya6,1468093131333668865,"Saying hello with yellow 🙋🏻‍♀️🥰

#tuesdayvibe #Yellove #TuesdayFeeling https://t.co/MUWat0r0UQ",614,26
CSCegov_,1468120403331600384,"PM SVANidhi Scheme Through CSCs and HDFC...

Incentive To CSCs (Per Application) For Sourcing Of Application For HD… https://t.co/nIIquOnSgl",68,17
SatlokChannel,1465583851351068674,"What is the Benefit of Chanting Gayatri Mantra?

To know, must read the sacred book ""Gyan Ganga"" by Sant Rampal Ji… https://t.co/BzrumzEwEq",2316,2260
CGMeifangZhang,1468112617889751045,Traveling to work in 'first class'🥰🎇💫😀🐶 #animals #Tuesday #tuesdayvibe https://t.co/CgtgXLIgxr,51,11
holland_barrett,1465692836699930631,"It’s almost #December 😍 To celebrate, we’re sharing the #tuesdayvibe and giving you the chance to WIN a £50 H&amp;B Vou… https://t.co/slC1IulVok",898,1186
Daily_Express,1468194245593157632,An elderly couple who live in the UK's darkest village have lit up the sky with their #Christmastree which they pla… https://t.co/w2KBQ9ST68,11,5
Sangram_Sanjeet,1468178521801609222,"Self belief is key of Success 🙏
Antalya #Turkey ❤️
#tuesdayvibe https://t.co/eFWRLH8Joz",29,5
LisaEvers,1468188105941389322,"Good morning!
“Trust the process of life to be there for you as you move forward, and start believing helpful peopl… https://t.co/UKoTOCeTSo",22,6
SportyBet,1468136493113823237,"Eddie Nketiah didn't score from here 😲

Thanks to him, Arsenal eventually lost.
#EVEARS #PremierLeague #tuesdayvibe… https://t.co/CuwuOZ3c5s",34,5
IamAnitaBhat,1468131897855262721,"""Let your faith
be bigger than your 
Fears""
#GoodAfternoon
#tuesdayvibe
#tuesdaymotivations
#Tuesday https://t.co/LTgz2H39MH",227,6
tsrtcmdoffice,1465551609123930115,Donating blood for 25th time at #TSRTC #MegaBloodDonationCamp in MGBS. I sincerely Appeal all the public to come fo… https://t.co/AQtXrOlu9i,568,121
birgitomo,1467862419624103938,Shall we all please get #FreeTheRATs trending? Let's get the message to Premier Ford that every household in Ontari… https://t.co/8EcR9TwNdX,937,323
YoniFreedhoff,1467971626402779143,That Ontario is once again resorting to begging and social media shaming for the government to do something obvious… https://t.co/9TSPPlMnY3,872,185
birgitomo,1467880549901606917,Doug Ford: Free COVID-19 Rapid Antigen Tests for every household - Sign the Petition! https://t.co/2Ik3WjguED via… https://t.co/ryfRB27qKn,387,214
birgitomo,1467902313759191050,"Guess what's trending n.8 in Canadian politics right now!

#FreeTheRATs",512,114
NaheedD,1467886622700195848,Please sign this petition. 🙏🏾 #FreeTheRATs https://t.co/ckVmsix7y0,214,87
nilikm,1467971003884134407,"While #FreeTheRATs is trending, can we also get #BoostersForOntario trending? Every household in Ontario should be… https://t.co/BDK4aD84eW",440,135
IrfanDhalla,1468001687310934017,"Interesting to see #FreeTheRATs trending, a year after the federal expert panel on testing and screening recommende… https://t.co/aeh5lbjP9j",85,23
YoniFreedhoff,1468199065368379394,Today would be a good day to announce Ontario is going to #FreeTheRATs https://t.co/d78cJ8aA1h,93,15
YoniFreedhoff,1467974143551303686,With Delta/Omicron this coming holiday season (and our lax restrictions) how many cases do you think could be preve… https://t.co/sutKYtPEW1,80,27
IrfanDhalla,1468062917824233473,"Given #FreeTheRATs, let’s see how Nova Scotia is doing. 

45 new cases today. Roughly 2/3 as many as Ontario, per c… https://t.co/TMBsvOPBAJ",22,5
BSSportsbook,1467984473367228425,"This is exactly how the weather should be every time the Pats and Bills play each other  

 https://t.co/ERyqdGIAsF",10502,636
NFL,1468071088244486151,SEVEN STRAIGHT FOR THE PATS. #ForeverNE https://t.co/zmE6RkewMg,8436,1666
espn,1468032634093637636,"Damien Harris takes off for the 64-yard TD 💨

Pats lead 8-0 on #MNF!

(via @NFL)
https://t.co/Vct0dBlWfM",2421,222
NFLonFOX,1468006978622566400,live look at fans in Buffalo traveling to the Pats-Bills game tonight https://t.co/imtxBdDYAD,3153,245
BrettKollmann,1468083876656345089,41% of the Pats’ rushing production for the entire night came on just 3 of their 46 carries. Of course they would b… https://t.co/DwruYeRfrS,2012,181
Pickswise,1467970234644635648,"🎄 25 DAYS OF CHRISTMAS GIVEAWAY 🎄

We're giving away $50 to someone tonight 💸

How to enter:
1. Retweet this ✅
2. R… https://t.co/Iqwm3LDXtT",33,139
NFLonCBS,1467984399761297415,"Could have a full blown SNOW BOWL on our hands tonight between Pats and Bills ❄️❄️❄️

via @thadbrown7
https://t.co/qwrawU5dN7",555,117
JosinaAnderson,1468073336773169152,#Pats OC Josh McDaniels’ name was in the mud after pulling out in Indy &amp; initially after Tom Brady left. But after… https://t.co/gI5OFylLxZ,919,81
darrenrovell,1467852316602732554,"After filing to get the trademark “MJ10,” it looks like Pats QB Mac Jones has now also filed for “Mac10.” https://t.co/AassGgvspm",1169,123
ESPNNFL,1468071871296028677,"Buffalo was cool, but the Pats were ice cold 🥶

New England now sits atop the AFC standings! https://t.co/bUTxKxtnG2",737,115
SInow,1467657197618352128,The Pats are the No. 1 seed in the AFC... https://t.co/9DYCWmtCbS,290,69
MikeReiss,1467996115949998081,"If these are the conditions during game time, it very well could be a situation where 2-point conversions trump PAT… https://t.co/7kl6Pt7vus",681,59
brgridiron,1468064721320529922,"Pats ran 32 consecutive running plays tonight 😳

They have a 4-point lead in the 4th quarter. https://t.co/yA13F3341V",1033,58
ShannonSharpe,1468035692005445641,"Pats do what they do offensively, defensively and say beat us. Very very very rarely will they beat themselves… https://t.co/8sTXSCQXt2",1053,57
RobertMathis98,1468071751699640320,Colts vs Pats and our season hangs in balance. Keep it 💯 and not sugar coat it. Nephews rest up now to Stand Up later!!!,975,69
dalter,1467717028270198784,"Keefe, asked about how to ride the line between having a physical response to what was happening on the ice, while… https://t.co/orTLORXgiT",743,83
jtbourne,1467870574286364677,"I guess getting rodeo’d by Dubois last night doesn’t count because he took a penalty too(?), but random fun fact th… https://t.co/jbVBtW6raR",920,80
Sportsnet,1467737502509412355,Pierre-Luc Dubois was all over Auston Matthews. 😳 https://t.co/HEmQ91Nfoi,1102,94
NMAAHC,1467954511541153797,"On Dec. 8 at 7 pm ET, join @NMAAHCdirector Kevin Young for a discussion with Eric Foner &amp; @HenryLouisGates, editors… https://t.co/NVJACT0FkD",93,51
dalter,1467694446464622592,Dubois had Matthews pinned on the ice in the Leafs zone for a very long time and the refs just watched it. Somehow they both got penalties.,1008,55
NHLJets,1467666902294138889,"🚨#NHLJets PPG🚨

Pierre-Luc Dubois tucks in the puck to open the scoring!

WPG 1 | TOR 0
15 minutes remaining in the… https://t.co/fVAspBSrSM",126,18
