Username,Tweet ID,Creation Date,Tweet
1future,1262415887564505089,2020-05-18 16:12:56+00:00,HARD TO CHOOSE ONE VIDEO OUT NOW @Vevo https://t.co/3zdmzAulet
1future,1262048171464802304,2020-05-17 15:51:46+00:00,"RT @Vevo: From the trap to “Tycoon,” @1Future gives us some visuals from his freshly released album ‘High Off Life’ and we go straight to t…"
1future,1261716580163084291,2020-05-16 17:54:08+00:00,Surrounded by sum millionaires-YB VOICE
1future,1261453982964371456,2020-05-16 00:30:40+00:00,RT @MTV: .@1future's new album #HIGHOFFLIFE is here! 🔥  https://t.co/8v35oPV53h
1future,1261392357364097024,2020-05-15 20:25:48+00:00,"RT @pandoramusic: .@1future's new album 'High Off Life' has arrived, featuring @Drake, @trvisXX, @lilbaby4PF, @LILUZIVERT, @MeekMill, and m…"
1future,1261371672466034694,2020-05-15 19:03:36+00:00,Go watch my convo with @zanelowe about my new album #HighOffLife on @applemusic now https://t.co/bIy8pXKYGY https://t.co/sDFLdBRn0z
1future,1261371508619960321,2020-05-15 19:02:57+00:00,"RT @AppleMusic: .@1future talks the rare talents of Juice WRLD and his new project #HighOffLife with @zanelowe.
Listen now: https://t.co/tf…"
1future,1261347107182481409,2020-05-15 17:25:59+00:00,"#HIGHOFFLIFE ON @amazonmusic #RAPROTATION 
 https://t.co/JAeLCg4Ddi https://t.co/cyjLHRY9KW"
1future,1261333035972263936,2020-05-15 16:30:04+00:00,#HighOffLife Interview with @zanelowe goes live in 30mins on @applemusic @beats1 https://t.co/bIy8pY2A5y https://t.co/Q88GM7sHLM
1future,1261326473408978946,2020-05-15 16:04:00+00:00,#HIGHOFFLIFE ON SPOTIFY https://t.co/6AwcTQKvsw https://t.co/gzfos9PAbc
1future,1261325257874509824,2020-05-15 15:59:10+00:00,#HIGHOFFLIFE ON @youtubemusic https://t.co/tlaugAJrnl https://t.co/048iO1Ccil
1future,1261307473539072004,2020-05-15 14:48:30+00:00,"RT @audiomack: .@1future’s new album #HIGHOFFLIFE (ft. @youngthug, @Drake, @LILUZIVERT, @lildurk, @meekmill, @DoeBoyOfficial, @trvisXX, &amp; m…"
1future,1261292866317553664,2020-05-15 13:50:27+00:00,"RT @AppleMusic: A new @1future album just landed.
Tune-in Friday at 12PM PT to catch his interview on the project with @zanelowe.

Listen t…"
1future,1261176138023436290,2020-05-15 06:06:37+00:00,Went gold in 30min. HIGH OFF LIFE
1future,1261175827447844865,2020-05-15 06:05:23+00:00,You stayed down with me and we figured it out together. ❤️🦅
1future,1261170810401763328,2020-05-15 05:45:27+00:00,RIP SETH-miss u everyday big guy! Best best partner/friend
1future,1261146555610009600,2020-05-15 04:09:04+00:00,#HIGHOFFLIFE https://t.co/s75c9TWZBv
1future,1261133818347560961,2020-05-15 03:18:27+00:00,Thanks for the love.
1future,1261008384083611650,2020-05-14 19:00:01+00:00,https://t.co/kwwYTSQMiX
1future,1260834402445275137,2020-05-14 07:28:41+00:00,OMERTÀ
1future,1260834350217773056,2020-05-14 07:28:28+00:00,I feel disrespected
1future,1260834118629294082,2020-05-14 07:27:33+00:00,Ain mad at u for smashing/Fxxxxxx the homie u gotta get it how u live...smh
1future,1260833040479277057,2020-05-14 07:23:16+00:00,"Obviously,ain mad at u definitely went over sum of  u guys pathetic brains..."
1future,1260722925537243136,2020-05-14 00:05:43+00:00,Ain mad at u...u gotta get it how u live #TREWAY free da guys
1future,1260670221515476993,2020-05-13 20:36:17+00:00,😂😂😂😂😂😂maann dat bih FRIED
1future,1260669672371957769,2020-05-13 20:34:06+00:00,Let the streets cover her tab.
1future,1260669079142248450,2020-05-13 20:31:45+00:00,Fuck all that cute shit.
1future,1260668431210287109,2020-05-13 20:29:10+00:00,She belong to the streets
1future,1260668202012549120,2020-05-13 20:28:16+00:00,Dey using nighas baby momma as props now💀 young nighas TURNT #VERYPROUDOFU
