Username,Tweet ID,Creation Date,Tweet
1future,1346927394079305729,2021-01-06 21:11:30+00:00,b'DRANKIN N\xe2\x80\x99 SMOKIN \xf0\x9f\x8e\xa5 TOMORROW @LILUZIVERT @EscoMoeCity https://t.co/B14XPJA7jZ'
1future,1346505630413152264,2021-01-05 17:15:33+00:00,b'RT @DoeBoyOfficial: \xe2\x80\x9cWalk Down Again\xe2\x80\x9d ft. Babyface Ray \nOut Now On YouTube \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f https://t.co/PzmfLOffz4'
1future,1343623265324052484,2020-12-28 18:22:04+00:00,b'Stay on the gas \xf0\x9f\xa6\x85\xf0\x9f\xa6\x85\xf0\x9f\xa6\x85 https://t.co/DDpnVuaFVz'
1future,1339470467304984578,2020-12-17 07:20:20+00:00,b'@IAMLILFREAKY my brother forever.. stay solid u ah stand up guy! It\xe2\x80\x99s yo born day. 27birds blood love'
1future,1338494303493120000,2020-12-14 14:41:24+00:00,b'My son made 2 today \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbeHappy born day Hendrix..I love u forever twin'
1future,1336549620130967553,2020-12-09 05:53:55+00:00,b'Juice still dropping classics til this day. Legends Never Die'
1future,1336549345659908096,2020-12-09 05:52:50+00:00,b'#LLJW LEGENDARY ON ALL LEVELS...celebrate u everyday kid'
1future,1334958226715136008,2020-12-04 20:30:18+00:00,b'My best best friend bday today. I love u son #PRINCE8'
1future,1334380061894586368,2020-12-03 06:12:52+00:00,b'RT @RollingStone: Roddy Ricch and Future: Musicians on Musicians https://t.co/aKVdk8rpys'
1future,1328790194703699970,2020-11-17 20:00:44+00:00,b'OVER YOUR HEAD \xf0\x9f\x93\xbd THE MOVIE https://t.co/z0dCmuZwfH'
1future,1328787558201954307,2020-11-17 19:50:16+00:00,b'\xf0\x9f\x8f\x86\xf0\x9f\x8f\x86\xf0\x9f\x8f\x86\xf0\x9f\x8f\x86\xf0\x9f\x8f\x86\xf0\x9f\x8f\x86 https://t.co/BVZu6mcV0j'
1future,1328787314156441600,2020-11-17 19:49:18+00:00,b'RT @RapCaviar: PLUTO X BABY PLUTO DELUXE \xf0\x9f\x98\x88 @1future and @LILUZIVERT just added 6 more songs to their collab album. Listen here: https://t.c\xe2\x80\xa6'
1future,1328751481210740739,2020-11-17 17:26:54+00:00,b'https://t.co/VunUmMioG2 https://t.co/RifUcghPow'
1future,1327486504545837057,2020-11-14 05:40:20+00:00,b'Im on the level yo bitch feed me breakfast she tie my shoes she doing my nails #PLUTO'
1future,1327485751596961792,2020-11-14 05:37:21+00:00,b'Everyday life is a movie premiere'
1future,1327484894931415041,2020-11-14 05:33:57+00:00,b'Moment of clarity'
1future,1327483650473033728,2020-11-14 05:29:00+00:00,b'BOUT TO BE PRESSURE \xf0\x9f\xa4\xa7'
1future,1327482717026467840,2020-11-14 05:25:17+00:00,b'RT @LILUZIVERT: Crazy thing is me and @1future about 2 drop again \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x94\xa5'
1future,1327481096020185094,2020-11-14 05:18:51+00:00,b'Bought a Bad Bitch'
1future,1327480866650525696,2020-11-14 05:17:56+00:00,b'Niggas ain\xe2\x80\x99t solid as they claim.'
1future,1327467119299022848,2020-11-14 04:23:19+00:00,b'Marni on Marni on Marni on Marni on me.'
1future,1327466302701617154,2020-11-14 04:20:04+00:00,b'Lullaby'
1future,1327365265890283521,2020-11-13 21:38:35+00:00,b'PLUTO X BABY PLUTO'
1future,1327192315027402757,2020-11-13 10:11:20+00:00,b'Thank You always'
1future,1327179022380503042,2020-11-13 09:18:31+00:00,b'No matter how u look at it today or... either way LEGENDARY #plutoxbabypluto'
1future,1327178376134742020,2020-11-13 09:15:57+00:00,b'Delivered a complete project 16/16'
1future,1327140354831896577,2020-11-13 06:44:52+00:00,b'RT @XXL: SWISH\nSWISH\nSWISH\nSWISH\nSWISH\nSWISH\nSWISH\nSWISH\nSWISH\nSWISH\n\nPluto and Baby Pluto goin\xe2\x80\x99 crazy \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4'
1future,1327140324725100547,2020-11-13 06:44:45+00:00,b'RT @MarkTanTheGOAT: NO MISSES ON PLUTO X BABY PLUTO https://t.co/uqNky3jk91'
1future,1327140285931982857,2020-11-13 06:44:35+00:00,b'RT @XXL: Pluto and Baby Pluto floatin\xe2\x80\x99 on this tape like https://t.co/nZUPej1ZBQ'
1future,1327139920926961666,2020-11-13 06:43:08+00:00,b'REAL BABY PLUTO \xf0\x9f\x9a\x80'
1future,1327139916619378688,2020-11-13 06:43:07+00:00,b'RT @ConcretePeake: @XXL we listening to future and uzi tonight https://t.co/PdpUlBqUgB'
1future,1327139799313096704,2020-11-13 06:42:39+00:00,b'RT @Isaiaha7957: Ion think my xbox can handle this future and uzi https://t.co/ugblfEdYIP'
1future,1327139767084081153,2020-11-13 06:42:32+00:00,b'Plastic B!@$?'
1future,1327139673257467906,2020-11-13 06:42:09+00:00,b'RT @DiliNdema: future and uzi come Friday the 13th'
1future,1327139653967867904,2020-11-13 06:42:05+00:00,b'RT @goodgvlri: dis future and uzi boutta go crazy tn https://t.co/SagsQ7weA0'
1future,1327139637630996480,2020-11-13 06:42:01+00:00,b'RT @SidelineDuggs: Future and Uzi on Pluto x Baby Pluto \xf0\x9f\x9a\x80\xf0\x9f\xaa\x90\n\nThis duo goes crazy together \xf0\x9f\xa4\x9d https://t.co/JvyoPUBK4d'
1future,1327139613954240512,2020-11-13 06:41:55+00:00,b'SALUTE BABY PLUTO'
1future,1327139596191338504,2020-11-13 06:41:51+00:00,b'RT @Agradahene: Future and Uzi keepin the streets toxic https://t.co/QEiBM5v84H'
1future,1327139519158771712,2020-11-13 06:41:33+00:00,"b'RT @billy_0602: Every time future and uzi link its fire, Pluto X Baby Pluto already an instant classic \xf0\x9f\x92\xaf\xf0\x9f\x94\xa5\xf0\x9f\x8c\x8d https://t.co/sIrI8n72uq'"
1future,1327139502826139648,2020-11-13 06:41:29+00:00,b'RT @DatPiff: FUTURE AND UZI TONIGHT \xf0\x9f\x9a\xa8 https://t.co/z4I3aiiZqv'
1future,1327117037563506689,2020-11-13 05:12:13+00:00,b'Bitch I drip  my sleep'
1future,1327116753562906624,2020-11-13 05:11:05+00:00,b'RT @DoeBoyOfficial: PLUTO x BABY PLUTO FRIDAY \xf0\x9f\xa6\x85 https://t.co/HbYp5p7ojf'
1future,1327116727809945601,2020-11-13 05:10:59+00:00,"b'RT @HipHopDX: \xf0\x9f\x9a\xa8 Future and Lil Uzi Vert drop their joint album ""Pluto x Baby Pluto"" produced by DJ Esco \xf0\x9f\x9a\xa8\n\n\xe2\x8f\xa9\xf0\x9f\x8e\xa7 LISTEN NOW: https://t.co/TVHw\xe2\x80\xa6'"
1future,1327116683648126977,2020-11-13 05:10:48+00:00,b'RT @RapCaviar: PLUTO x BABY PLUTO \xf0\x9f\xa6\x85\xe2\x98\x84\xef\xb8\x8f \n@1future and @LILUZIVERT just dropped their collab album. Listen here: https://t.co/0db3fwfAXk https\xe2\x80\xa6'
1future,1327116627243134978,2020-11-13 05:10:35+00:00,b'\xf0\x9f\x9b\xb8\xf0\x9f\x9b\xb8\xf0\x9f\x9b\xb8 https://t.co/LcvRCZQJoJ'
1future,1327116583248998402,2020-11-13 05:10:24+00:00,"b'RT @PopCrave: .@LilUziVert &amp; @1Future have released their collaborative album, \xe2\x80\x98Pluto x Baby Pluto.\xe2\x80\x99 \xf0\x9f\x9a\x80 \n\nStream:\n\nhttps://t.co/LwG9cfXsLz'"
1future,1327116527657742337,2020-11-13 05:10:11+00:00,"b""RT @ComplexMusic: Stream @LILUZIVERT and @1future's collaborative project \xe2\x80\x98Pluto x Baby Pluto\xe2\x80\x99: https://t.co/qyqX2TuCtj https://t.co/DfcGu3\xe2\x80\xa6"""
1future,1327116415141343234,2020-11-13 05:09:44+00:00,b'RT @XXL: PLUTO x BABY PLUTO IS HERE \xf0\x9f\x9b\xb8\n\nLISTEN \xf0\x9f\x94\x8a\xf0\x9f\x94\x8a\xf0\x9f\x94\x8a\n\nhttps://t.co/5lxph9byMJ'
